"Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","ENTREZID","GENENAME"
"",2.20654454148108,10.0993133763437,35.8047922375555,9.35437167485037e-23,1.18684060221636e-20,41.7535218939878,NA,NA
"1433b",0.612222306996268,7.11832917252196,12.451051129997,4.03158873964493e-12,3.13709240056312e-11,16.8245249379414,"100196586","14-3-3 protein beta/alpha"
"1433z",0.653172737956799,6.21653432790494,11.6951263145291,1.52029642801466e-11,1.06001334702801e-10,15.5893439816872,"100196314","14-3-3 protein zeta"
"143b2",0.285710627562411,7.48262573462096,6.36014445540961,1.25709751454093e-06,3.56341181510785e-06,3.80455710428556,"100195171","14-3-3 protein beta/alpha-2"
"143g1",0.769284577675065,1.90871990880231,4.06811312417583,0.000425901221546894,0.000815409453433699,-0.812645665772391,"100380373","14-3-3 protein gamma-1"
"143g2",0.915177487104873,1.26778068807733,4.45860667081356,0.000156288227612133,0.000319535185524367,0.27454380596961,"100194987","14-3-3 protein gamma-2"
"2a5e",-1.4942823890578,4.26897731180325,-13.8493544745111,4.02180167939245e-13,3.88094640397739e-12,19.970279025636,"100195340","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform"
"4ebp",-0.488930468150771,4.68480854346376,-4.90639981511846,4.93622395993005e-05,0.000108965131075845,0.666658225044168,"100194634","eukaryotic translation initiation factor 4E binding protein 3-1"
"4ebp",-0.488930468150771,4.68480854346376,-4.90639981511846,4.93622395993005e-05,0.000108965131075845,0.666658225044168,"100194635","eukaryotic translation initiation factor 4E binding protein 3-2"
"4ebp",-0.488930468150771,4.68480854346376,-4.90639981511846,4.93622395993005e-05,0.000108965131075845,0.666658225044168,"100196411","Eukaryotic translation initiation factor 4E-1A-binding protein"
"4f2",0.622854927764069,4.75878632668219,9.41266230690901,1.23968310937516e-09,5.9783344209098e-09,11.3186419030075,"100195278","4F2 cell-surface antigen heavy chain"
"a1cf",3.56450377003911,-2.24694753026935,6.65803529042889,6.07230574337342e-07,1.81234088847098e-06,6.13515133408684,"106589396","APOBEC1 complementation factor"
"a9a1b",-2.24836084959314,-1.19705810544162,-3.87868715955222,0.000690451860190939,0.00127964068797091,-0.392372732042142,"100286668","Aldehyde dehydrogenase family 9 member A1-B"
"aacs",-3.2647641546402,4.36300831908079,-13.8751102148143,3.86122424496785e-13,3.74298239788353e-12,20.1456287000194,"106585920","acetoacetyl-CoA synthetase"
"aagab",0.34862622802268,3.64542307659487,2.92745900404522,0.00725075191704426,0.0113601346242443,-3.97331603487121,"106584824","alpha and gamma adaptin binding protein"
"aakb1",0.743892820352583,4.16093191098251,8.84723243457148,4.07509085126869e-09,1.77940940115108e-08,10.2420336252358,"100196330","5-AMP-activated protein kinase subunit beta-1"
"aamdc",-0.577835992135569,1.30884472821768,-2.27107844614982,0.0321540998714353,0.0450690945977366,-4.53229441337898,"106612899","adipogenesis associated Mth938 domain containing"
"aar2",0.773740947795544,5.04295380138192,9.99483007189929,3.80024756895972e-10,2.01709377013736e-09,12.4940107829254,"100306823","AAR2 splicing factor homolog"
"aars",-1.12833303438247,6.57746561910445,-16.9071943449073,4.64981757431283e-15,6.73530659365845e-14,24.0385819713275,"100195049","alanyl-tRNA synthetase"
"aars2",-2.69461642361447,2.92463688752202,-11.3913803633045,2.63669168410795e-11,1.76032044979582e-10,15.9808930600995,"106565005","alanyl-tRNA synthetase 2, mitochondrial"
"aarsd1",-0.508399403737447,2.73380469256834,-3.26064771387864,0.00324300334958351,0.00538021263742093,-2.82902590820045,"100195185","alanyl-tRNA synthetase domain containing 1"
"aasdh",-2.06127072303815,0.988993873276192,-6.74307686574295,4.9426521018113e-07,1.49998333525862e-06,6.37113716787232,"106584128","aminoadipate-semialdehyde dehydrogenase"
"aatk",5.54885856614926,-3.34922859692651,9.49723801198681,1.04124014459415e-09,5.08264194190642e-09,11.9153320165782,"106611964","apoptosis associated tyrosine kinase"
"ab14b",0.701713794841976,3.40664197469268,6.12064423818831,2.27263992037791e-06,6.19208627551349e-06,4.00770591864124,"100196826","Abhydrolase domain-containing protein 14B"
"abat",-0.791520763201072,2.2846845223065,-4.29073007251492,0.000240669449488692,0.000477950040749734,-0.106641485040284,"106602007","4-aminobutyrate aminotransferase"
"abcb10",-0.515430279979662,3.7817800165065,-4.05973193963567,0.000435128603625063,0.000831865830300938,-1.2020248042046,"106589657","ATP binding cassette subfamily B member 10"
"abcb7",-0.312099369317221,3.96240617575245,-2.88090525079186,0.00809554020362383,0.012584879503361,-4.08124365062101,"106604076","ATP binding cassette subfamily B member 7"
"abcc2",-1.42815482945329,4.33394870352627,-10.7147625473297,9.33221584604204e-11,5.58589168261008e-10,14.3695242296223,"106576843","ATP binding cassette subfamily C member 2"
"abcd4",0.612789501483677,4.04304499869835,6.39098409766782,1.16533409002933e-06,3.32297450782621e-06,4.55925357860732,"106608305","ATP binding cassette subfamily D member 4"
"abce1",0.742420337062946,4.74963252791218,10.4378121730316,1.58986000646668e-10,9.09412589612445e-10,13.4408486280207,"100194739","ATP-binding cassette, sub-family E (OABP), member 1"
"abcf2",1.15419359713155,8.01956649591507,29.3477730026087,1.12310201277938e-20,7.12470658388076e-19,37.0636582387563,"100194782","ATP-binding cassette, sub-family F (GCN20), member 2"
"abcg2",0.867060288458243,1.7742120204309,3.91221908337575,0.000633993696226978,0.00118124138070315,-0.999461281173865,"100380370","ATP binding cassette subfamily G member 2 (Junior blood group)"
"abcg5",5.54339593250962,-3.97945856919507,9.71399944544522,6.68643182428244e-10,3.3884785722286e-09,11.9767466943715,"106589694","ATP binding cassette subfamily G member 5"
"abec2",3.04092969313558,1.39103748925063,19.1696489742957,2.60571020659786e-16,5.01337374219486e-15,27.3592685490881,"100196299","Probable C->U-editing enzyme APOBEC-2"
"abhd10",-0.36133662020823,3.34262581604064,-2.86365101533837,0.00843176939674749,0.0130640735057404,-3.96398364002747,"106579539","abhydrolase domain containing 10"
"abhd12",0.801164213564672,3.35452547578332,6.56775917903837,7.56232067272334e-07,2.22302814453034e-06,5.08851356454024,"100195485","abhydrolase domain containing 12"
"abhd6",1.07642699906797,2.39661303132644,6.81947932952142,4.11120019984446e-07,1.26147083055056e-06,6.00663698667481,"100195326","Abhydrolase domain-containing protein 6"
"abhea",0.945921114539193,4.80719973977799,12.9432976870203,1.75297195055648e-12,1.46779458950385e-11,18.0327442802907,"100195642","Abhydrolase domain-containing protein 14A"
"abi3bp",-2.14299814605673,0.78410437266918,-5.30936825321513,1.75766477224826e-05,4.16784098813083e-05,2.91824621804776,"106586705","ABI family member 3 binding protein"
"abl2",0.577821263696215,2.76814609554242,4.14908725161765,0.000346157711420948,0.000671320713272596,-0.781195488946156,"106613905","ABL proto-oncogene 2, non-receptor tyrosine kinase"
"ablim1",-0.929531833570793,0.183818505758322,-2.60291604931622,0.0154251314192845,0.0228677030407337,-3.61764468783306,"106578361","actin binding LIM protein 1"
"ablim2",-2.01938315958723,1.41589372238269,-6.0234429450224,2.89492160055239e-06,7.74660030532365e-06,4.63183065539164,"106608569","actin binding LIM protein family member 2"
"ablim3",-2.22635126378867,4.60123419958081,-19.1236283529924,2.75468282029198e-16,5.25201808440942e-15,27.3416837306197,"106567433","actin binding LIM protein family member 3"
"abracl",0.872851734244158,7.02296227933435,13.4820292923988,7.238121255152e-13,6.59932833168144e-12,18.6047858247909,"100196133","ABRA C-terminal like"
"abt1",-0.46432994871514,3.70698930155735,-3.90663130812845,0.000643075263167459,0.00119660935999449,-1.56005351375213,"106566503","activator of basal transcription 1"
"abtb1",-1.24809442567072,3.57487503004539,-9.11278808106399,2.31822624239346e-09,1.06387860908911e-08,11.2089845375226,"106566666","ankyrin repeat and BTB domain containing 1"
"abtb2",-1.21459840851158,4.0125101771914,-9.75504202761332,6.15267754996775e-10,3.14290192541419e-09,12.5110872870695,"106560718","ankyrin repeat and BTB domain containing 2"
"acaca",-1.62135207473084,3.06608485249794,-5.71863500735151,6.21968292139072e-06,1.58117182628612e-05,3.50630597324733,"106568086","acetyl-CoA carboxylase alpha"
"acacb",-3.08991973967432,2.43774989972134,-7.65911044243088,5.6994785890058e-08,2.02927902156961e-07,8.44150522162146,"106580110","acetyl-CoA carboxylase beta"
"acad11",-1.98370668559855,2.06995517960419,-7.91118974621134,3.20593877778251e-08,1.19210862556434e-07,8.97369690815424,"100194819","acyl-CoA dehydrogenase family member 11"
"acad8",-1.37567619304227,2.15757695676919,-5.75954197242402,5.61026650730084e-06,1.43676669502795e-05,3.74352330980888,"106581147","acyl-CoA dehydrogenase family member 8"
"acadl",-0.58447909993392,4.87251551378571,-7.03085041508612,2.4790392174986e-07,7.90370440601632e-07,6.05440133489907,"106575817","acyl-CoA dehydrogenase long chain"
"acadm",0.409543576751264,6.16558869626294,6.60878544334526,6.84374366237079e-07,2.02536346399642e-06,4.62988315777008,"100194550","acyl-CoA dehydrogenase medium chain"
"acadvl",-0.507200555371217,7.83343522441097,-10.7516233854625,8.69937180039674e-11,5.23985803466414e-10,13.6399102080973,"106602820","acyl-CoA dehydrogenase very long chain"
"acat1",0.383252749945826,3.26085907994867,3.20195050839197,0.00374373788974738,0.0061475215662404,-3.2602129725792,"106603558","acetyl-CoA acetyltransferase 1"
"acat2",-0.210194632342111,5.43487314796532,-2.85443417105111,0.0086167636365669,0.013319997886501,-4.5813965480883,"100194920","acetyl-CoA acetyltransferase 2"
"acbd5",-2.31903773772447,1.60238799023079,-6.46782030568707,9.65239477917791e-07,2.78762643627195e-06,5.68062324478836,"106590305","acyl-CoA binding domain containing 5"
"accs",-0.842052588213923,2.96769071015404,-5.31493696176433,1.73286044967489e-05,4.11427381077176e-05,2.30751848683818,"106561303","1-aminocyclopropane-1-carboxylate synthase homolog (inactive)"
"acd10",-1.43498112920319,2.21602128305481,-6.09662261828613,2.41250066673425e-06,6.5477423594045e-06,4.56585834188219,"100195235","Acyl-CoA dehydrogenase family member 10"
"acin1",-1.32157217026406,4.87614873137305,-14.3251954882189,1.91242376836062e-13,1.96606871754144e-12,20.6015260036825,"106569440","apoptotic chromatin condensation inducer 1"
"acl6b",-0.527727555065223,3.59194615643062,-4.62688082560683,0.000101339824398815,0.000213278777723494,0.313088442054909,"100194751","Actin-like protein 6B"
"aco1",-0.894934871232293,7.00910155373345,-17.2866688024745,2.80436561432255e-15,4.25326540987412e-14,24.4734188916657,"100195201","aconitase 1"
"acod",0.743726231388507,3.11239044423344,5.75453744967042,5.68144854558198e-06,1.45358213841939e-05,3.18700022395749,"100194951","Acyl-CoA desaturase"
"acot13",-0.597799128280583,2.95494034432409,-4.0878700147683,0.000404909063341061,0.000777575048876712,-0.857401595884626,"100286461","acyl-CoA thioesterase 13"
"acot7",0.452376805683102,4.44859173884294,5.87382648855064,4.20923106600811e-06,1.09917364719233e-05,3.16557871750062,"106572204","acyl-CoA thioesterase 7"
"acot8",1.16923390545496,1.59798000319439,6.24399546396776,1.67398834249192e-06,4.65492823835971e-06,4.77213980317532,"100380377","acyl-CoA thioesterase 8"
"acox3",-1.52655623479864,3.76741475141756,-11.9230966745717,1.0123288748071e-11,7.30337835416897e-11,16.7716825223575,"100306814","acyl-CoA oxidase 3, pristanoyl"
"acoxl",-1.24811972806692,3.25557576189084,-7.20425907477963,1.64385234221483e-07,5.39951998287075e-07,6.99818840809673,"106577109","acyl-CoA oxidase like"
"acp1",1.11731981609345,6.14084747108565,18.9578878271323,3.36864420131927e-16,6.28531029430261e-15,26.6126333723861,"106608023","acid phosphatase 1"
"acp2",-1.2637641644521,3.92730714712165,-9.81542546587211,5.44597325869373e-10,2.80621737381589e-09,12.6337615688751,"106587103","acid phosphatase 2, lysosomal"
"acpl2",-0.712624481972037,3.78140251974918,-5.64710578391132,7.451170809388e-06,1.87120340389655e-05,2.9206137096342,"100194960","acid phosphatase-like 2"
"acsf3",-0.339454057832724,3.65937255756212,-2.9519476848279,0.00684073946995807,0.0107659977795744,-3.83670152882776,"106562165","acyl-CoA synthetase family member 3"
"acsl4",0.32544167669877,6.50540892493138,4.85395699034555,5.64880388906533e-05,0.000123576630748114,0.219271810780535,"100380405","Long-chain-fatty-acid--CoA ligase 4"
"acss3",-2.64348826656805,2.20483243768702,-8.0120401015835,2.55275022976238e-08,9.65479291974775e-08,9.22902557871824,"106576328","acyl-CoA synthetase short chain family member 3"
"actn4",-0.321433734777834,8.74567413205784,-7.49875896348296,8.25426207390901e-08,2.85930534472515e-07,6.46782228778938,"106580854","actinin alpha 4"
"actr5",-1.50069990500763,1.33989725060301,-5.13735064868257,2.72882750686292e-05,6.27294758035462e-05,2.35355310970196,"106571958","ARP5 actin related protein 5 homolog"
"actr8",0.685191819495552,4.20424030833113,7.02179881258853,2.53303834827034e-07,8.0595978949095e-07,6.09124927136287,"100195129","ARP8 actin related protein 8 homolog"
"acty",0.335908322622695,6.60104908951598,6.84091036759637,3.90468501732205e-07,1.20348106407062e-06,5.12440931340569,"100306866","Beta-centractin"
"acvr1",0.2477206669403,5.65406013713108,4.14595324387014,0.000348948903670702,0.000676360130361668,-1.508257741129,"100196610","Activin receptor type-1"
"acvr1",0.2477206669403,5.65406013713108,4.14595324387014,0.000348948903670702,0.000676360130361668,-1.508257741129,"106581817","activin A receptor type 1"
"acy1",0.808544755219232,4.78903871086445,11.3796280901636,2.69401936581583e-11,1.79555822373109e-10,15.3243568686067,"100194932","aminoacylase 1"
"acyp1",1.01363930203761,1.60470150607313,5.47951350814864,1.1395483552071e-05,2.78319378722093e-05,2.82367957187129,"106611042","acylphosphatase 1"
"acyp2",0.782683602335239,2.48091613462355,4.99172687424494,3.96449242103697e-05,8.88838581828118e-05,1.35971762438063,"100196119","Acylphosphatase-2"
"ada",3.06960103389679,1.51623114681798,18.3511404452345,7.13117570575148e-16,1.24125676526777e-14,26.3971600482976,"106572614","adenosine deaminase"
"adal",-0.408629999596334,4.26724206423741,-3.30920834380505,0.00287825161512787,0.004820640481494,-3.13880284360864,"106573029","adenosine deaminase like"
"adam10",-1.00453995118234,6.85230505309981,-19.0723036032501,2.93130016359463e-16,5.54192907051355e-15,26.844385744054,"106562201","ADAM metallopeptidase domain 10"
"adam22",2.39099096791403,-0.326286410685493,6.88880340694825,3.48060220000409e-07,1.08142392508388e-06,6.66966240891214,"106576002","ADAM metallopeptidase domain 22"
"adamts1",1.46527713880752,-0.554850798497822,4.77430338084859,6.93356182007676e-05,0.000149559664768445,1.54054249281888,"106575115","ADAM metallopeptidase with thrombospondin type 1 motif 1"
"adamts19",3.63219515633668,-1.151584624677,8.08770760529538,2.15354652136263e-08,8.25365057659689e-08,9.40586775661138,"106571837","ADAM metallopeptidase with thrombospondin type 1 motif 19"
"adamts5",-1.8264004633179,3.22942028526015,-7.63559789463728,6.01628138657231e-08,2.13007241471021e-07,8.20322819979371,"106575116","ADAM metallopeptidase with thrombospondin type 1 motif 5"
"adap1",2.57092436360331,-1.24188853253953,6.07992996971418,2.51481416630534e-06,6.80555157974288e-06,4.8185091338743,"106589331","ArfGAP with dual PH domains 1"
"adar",1.46502699546238,6.44031602389404,21.2766481826862,2.30142179711517e-17,5.77035852495734e-16,29.4115919096574,"106605901","adenosine deaminase, RNA specific"
