"Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","ENTREZID","GENENAME"
"",0.19015204933611,10.0993133763437,3.0142594901781,0.00589480562912969,0.0165698638166621,-4.90063297089464,NA,NA
"1433b",-0.175825526256321,7.11832917252196,-3.81601557521807,0.000809565553311314,0.00307438333456077,-2.63775415892577,"100196586","14-3-3 protein beta/alpha"
"4ebp",-0.436453923996758,4.68480854346376,-5.90302750333582,3.91203041502958e-06,3.06824391438963e-05,3.01673868296978,"100194635","eukaryotic translation initiation factor 4E binding protein 3-2"
"4ebp",-0.436453923996758,4.68480854346376,-5.90302750333582,3.91203041502958e-06,3.06824391438963e-05,3.01673868296978,"100196411","Eukaryotic translation initiation factor 4E-1A-binding protein"
"4ebp",-0.436453923996758,4.68480854346376,-5.90302750333582,3.91203041502958e-06,3.06824391438963e-05,3.01673868296978,"100194634","eukaryotic translation initiation factor 4E binding protein 3-1"
"4f2",-0.232686625835954,4.75878632668219,-3.95221984452393,0.000572575125758898,0.00228856191459705,-1.93428775962557,"100195278","4F2 cell-surface antigen heavy chain"
"5nt1a",-0.22246687333828,5.64241956662131,-3.79381482596771,0.00085643588890299,0.00322446938412862,-2.50401720734819,"100306802","Cytosolic 5-nucleotidase 1A"
"aacs",-0.357276329665372,4.36300831908079,-4.36612293386842,0.000198270696721821,0.000917407341848427,-0.946042930273442,"106585920","acetoacetyl-CoA synthetase"
"aaed1",-0.27287380955023,4.43919456744134,-3.83512067444618,0.000771257874589882,0.0029466173387403,-2.17415116786903,"106580613","AhpC/TSA antioxidant enzyme domain containing 1"
"aagab",0.261610252426906,3.64542307659487,2.9007786722631,0.00772405441021445,0.0207675171853187,-4.22146895267256,"106584824","alpha and gamma adaptin binding protein"
"aars",-0.422527821656683,6.57746561910445,-8.45443437932781,9.54778123196638e-09,1.62168550903377e-07,8.88038819295825,"100195049","alanyl-tRNA synthetase"
"aars2",-0.663964790002437,2.92463688752202,-7.18133323676756,1.73522735002081e-07,2.01024211374615e-06,6.55609835455105,"106565005","alanyl-tRNA synthetase 2, mitochondrial"
"aasdhppt",-0.311041905780977,4.01323192591407,-3.58898359431115,0.00143557575611128,0.00501449811884327,-2.6959019212061,"106613183","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase"
"abcb10",-0.296821434285465,3.7817800165065,-3.42139283593642,0.00218111532689879,0.00718142734834671,-3.0679816639069,"106589657","ATP binding cassette subfamily B member 10"
"abcc2",-0.281461741095578,4.33394870352627,-3.73887005642823,0.000984210454886633,0.00363407862211063,-2.45993519808515,"106576843","ATP binding cassette subfamily C member 2"
